01_ID,02_表示・非表示,03_商品名,04_画像ファイル名,05_申込URL,06_実質年率,07_限度額,08_審査時間,09_融資までの時間,10_ポイント,11_銀行系カードローン,12_即日融資,13_おまとめローン,14_スマホ対応,15_消費者金融,16_お試し審査,17_一定期間無利息,18_総量規制外,19_限度額大きい,20_自動審査（3秒）,21_30分以内,22_1時間以内,23_3時間以内,24_当日中,25_30万以上,26_100万以上,27_300万以上,28_500万以上,29_800万以上,30_4％以下,31_5％以下,32_6％以下,33_7％以下,34_8％以下,35_1時間以内,36_3時間以内,37_当日中,38_1週間以内,39_学生・主婦OK,40_来店不要,41_自動審査,42_保証人不要,43_土日祝日可,44_セブン,45_ファミマ,46_ローソン,47_サンクス,48_銀行系,49_非銀行系,50_金利並び替え用数字（少数NG）,51_審査時間並び替え用数字,52_融資スピード並び替え用数字,53_限度額並び替え用数字,54_優先クライアント,55_必要書類,56_保証人,57_担保,58_来店,59_入会金・手数料,60_借入時最低年齢,61_学生,62_専業主婦,63_アルバイト,64_返済方式,65_返済方法,66_返済期間・回数,67_資本金,68_会社設立年度,69_店舗営業時間,70_ATM営業時間,71_本社所在地,72_貸金業登録番号,73_収入証明書不要,74_審査が不安な方,75_サイトセットファイル名
1001,0,ノーローン,sc_noloan.gif,http://cashing-ex.net/link/noloan.html,9.5%〜18.0%,300万円,最短20分,"即日
(※審査結果のご連絡が１２：３０以降
になった場合、お振込の手続きは
翌営業日となります。)",「なんどでも1週間無利息キャッシング」はノーローンだけ！完済した翌月以降の借入も無利息になります。パートや、アルバイトの方も申込み可能になります。,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,950,900,900,250,0,"※運転免許証をご用意ください。
　運転免許証をお持ちでないお客さまは、健康保険証・パスポート・住基カード（いずれか1点）をご用意ください。
※お借入総額により収入証明書類(源泉徴収票等)が必要となります。",不要,不要,一切不要,無料,20歳,不可,不可,可,借入金額スライドリボルピング方式,"1.インターネット返済
2.コンビニのＡＴＭ返済
3.銀行のＡＴＭ返済
4.指定口座振込み返済
5.自動引き落とし、口座振替 
毎月6日か26日の希望する日に返済",最終借入日から最長6年9ヶ月(返済回数1〜80回) ,"28,619百万円",昭和29年12月1日,-,-,東京都豊島区東池袋三丁目１番１号 サンシャイン６０ビル４２Ｆ,関東財務局長（10）第01188号,1,1,noloan.html
1701,0,住信ＳＢＩ銀行,sc_sbi.gif,http://cashing-ex.net/link/sbi.html,3.5〜10.0%,700万円,-,-,最大の特徴は【業界きっての低金利！】年3.5%〜10.0%の低金利!!銀行カードローンなので総量規制対象外。資金使途も自由！他社からの借り換えもOKの万能カードローン！,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,350,999,999,999,0,収入確認書類（写）（借入希望限度額100万円超の方）,不要,不要,一切不要,無料,20歳,不可,不可,不可,残高スライド方式,ATM/CD（提携金融機関）,-,"31,000,000千円",2007年,"月〜金9：00〜19：00 土、日、祝日 9：00〜17：00
※5月3〜5日・12月31日〜1月3日を除く",24時間,東京都港区六本木1-6-1 泉ガーデンタワー18階,-,1,0,
1401,0,オリックス カードレスVIP,sc_orix_cardless.gif,http://cashing-ex.net/link/orix_cardless.html,3.5%〜14.6%,最高８００万円,最短即日,最短即日,インターネット限定のオリックスカードレスVIP。契約枠最高８００万円で、年率3.5%〜14.6%の低金利は業界トップクラス。審査は即日対応、指定口座へ即時お振込み！,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,350,999,999,999,0,運転免許証・健康保険証等の写し、現在の収入を証明する源泉徴収票等の写し,原則不要。（審査結果によっては、保証会社の保証をご利用いただく場合あり） ※保証会社　ＳＭＢＣコンシューマーファイナンス株式会社,原則不要。（審査結果によっては、保証会社の保証をご利用いただく場合あり） ※保証会社　ＳＭＢＣコンシューマーファイナンス株式会社,一切不要,無料,20歳,可,不可,可,リボルビング払い,自動口座引き落とし／インターネット返済,利用残高、ご融資利率および返済方式に応じた元金と利息の完済までの期間、回数。1年毎の自動更新,-,昭和54年6月,-,-,東京都立川市曙町2-22-20立川センタービル,関東財務局長（10）第00170号,0,0,
1501,1,ジャパンネット銀行,sc_japan_net.gif,http://cashing-ex.net/link/japan_net.html,2.5%〜18%,"最高1,000万円",-,-,お申込みは簡単スピーディ。初回借入から何度でも30日間無利息。必要な分を繰り返し何度でも借入可能！,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,2100,999,999,999,0,"運転免許証（コピー）
住民票の写し（発行後3ヶ月以内の原本）
日本政府発行のパスポート（コピー）
印鑑証明書（発行後3ヶ月以内の原本）
各種健康保険証（コピー）
各種年金手帳（コピー）+ 補助資料（原本）※
身体障害者手帳を含む各種福祉手帳（コピー）+ 補助資料（原本）※
※年金手帳または身体障害者手帳を含む福祉手帳のコピーをご提出いただく場合は、下記補助資料の原本いずれか1つを必ずご用意ください。",不要,不要,一切不要,無料,20歳,不可,不可,可,約定返済,約定返済日前日までに普通預金口座に約定返済額をご入金ください。,契約時に1日〜28日・月末のいずれかご希望の日を指定できます。,-,-,-,-,東京都新宿区西新宿2-1-1,関東財務局長(登金)第624号,1,0,japan_net.html
1601,0,紀陽銀行,sc_kiyou.gif,http://cashing-ex.net/link/kiyou.html,5.8〜14.9%,500万円,年齢満20歳〜65歳の安定した収入のある方,-,"「いざ！」という時にATMでサッと使える！
キャッシュカードにローン機能がプラス。カード１枚で２役
パートアルバイトの方も30万円までご融資可能",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,2100,999,999,999,0,"・ご本人様確認資料：運転免許証、健康保険証、パスポートのいずれか
※契約極度額が100万円以上の場合、所得確認資料が必要(100万円未満であっても必要となる場合がございます)",不要,不要,一切不要,無料,20歳,不可,不可,不可,-,"銀行・コンビニの提携ATM、
口座振替",-,800億96百万円,明治28年5月2日,-,-,和歌山市本町１丁目３５番地,-,0,0,kiyou.html
1701,1,新生銀行,sc_shinsei.gif,http://cashing-ex.net/link/shinsei.html,4.5〜18.0%,500万円,最短20分,-,"初めて借入れされる方なら契約翌日から
お借入額全額30日間無利息。
また5万円までの融資なら180日間無利息。",1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,2100,999,999,999,0,"運転免許証(お持ちでない方は健康保険証などの本人確認書類)
※ご契約額が100万円超の時は収入証明書類が必要です。",不要,不要,一切不要,無料,20歳,不可,不可,不可,"・元利定額リボルビング方式
・残高スライドリボルビング方式","自社ATM、口座振替
銀行・コンビニの提携ATM",-,"5,122億円",昭和27年12月,-,-,東京都中央区日本橋室町2-4-3 日本橋室町野村ビル,-,1,0,shinsei.html
1801,1,常陽銀行,sc_jouyou.gif,http://cashing-ex.net/link/joyobank.html,7.8%〜14.8%,500万円,最短1時間,-,"口座なし、収入証明なしで利用可能！
最短即日でご融資。",1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,2100,999,999,999,0,お申し込みに際して、ご本人さまを確認できる書類（運転免許証等）をご用意ください。また、100万円超のご利用限度額をご希望の場合は、ご本人さまの収入を証明する書類（源泉徴収票等）の写しも合わせてご用意ください。,不要,不要,一切不要,無料,20歳,不可,不可,不可,-,"ATM、口座振替、
銀行・コンビニの提携ATM",-,851億円,1935年（昭和10年）7月30日,-,-,茨城県水戸市南町2丁目5番5号,-,1,0,jouyou.html
1901,1,トマト銀行,sc_tomato.gif,http://cashing-ex.net/link/tomato.html,3.0%〜14.5%,1000万円,-,-,"来店一切不要！スピード回答！無担保で、
最高1,000万円までご融資いたします。
パート・アルバイト・専業主婦の方も
お申込みいただけます。",1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,2100,999,999,999,0,"ご本人確認書類の写し(運転免許証またはパスポート、お持ちでない方は健康保険証)
・所得証明書類の写し(源泉徴収票、住民税決定通知書などの公的年収証明書)　※契約金額300万円以下の場合は不要です。",不要,不要,一切不要,無料,20歳,不可,不可,不可,-,"銀行・コンビニの提携ATM、
口座振替",-,143億1千万円,0時00分00秒,-,-,岡山市北区番町2丁目3番4号,-,1,0,tomato.html
2101,0,りそな銀行,sc_resona.gif,/link/resona.html,3.5%〜12.475%,800万円,最短即日,-,"金利年3.5%〜12.475%
来店不要！
インターネットからのお申込で最短当日回答
最大ご利用限度額800万円",1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2100,2100,2100,999,0,,不要,不要,一切不要,無料,20歳,不可,不可,不可,-,,-,,1918年5月15日,-,-,大阪市中央区備後町２丁目２番１号,-,1,0,resona.html
2201,1,アサックス,sc_asax.gif,/link/asax.html,4.50% 〜 15.0%,10億円,最短3日,-,"不動産を担保に融資。
資金用途は自由で、最短3日で融資します。",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2100,2100,2100,999,0,,不要,不要,一切不要,無料,20歳,不可,不可,不可,-,,-,,1969年7月,-,-,東京都渋谷区広尾1丁目3番14号ASAX広尾ビル,-,1,0,asax.html
2301,1,三井住友カード「ゴールドローン」,sc_smbc_gold.gif,/link/mitsui_gold.html,4.5%〜9.8%,500万円,最短即日,-,"上限は500万円までで実質年率4.5%〜9.8%。
ご返済実績に応じて翌年度利率を0.3% 最大1.2%まで引き下げることが可能です。",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,2100,2100,2100,999,0,,不要,不要,一切不要,無料,20歳,不可,不可,不可,-,,-,,明治28年10月19日,-,-,,-,1,0,mitsui_gold.html
2401,1,日本保証,sc_nihonhoshou.gif,/link/nihonhoshou.html,4.6％20.0％,300万円,最短即日,-,"来店不要、即日振込可能で
インターネット上で２４時間申し込みできます。",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2100,2100,2100,999,0,,不要,不要,一切不要,無料,20歳,不可,不可,不可,-,,-,,昭和45年(1970年)3月,-,-,"東京都港区虎ノ門一丁目7番12号
虎ノ門ファーストガーデン10F",-,1,0,nihonhoshou.html
2501,1,シンキ,sc_sinki.gif,/link/sinki.html,13.0%18.0%,300万円,最短20分,-,"事業性資金は総量規制の対象外なので、資金の少ない個人経営者様に選ばれています。
事業拡大に伴う設備投資、つなぎ資金、立替資金におすすめです。",0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2100,2100,2100,999,0,,不要,不要,一切不要,無料,20歳,不可,不可,不可,-,,-,,昭和29年12月1日,-,-,-,-,1,0,sinki.html
2601,1,アプラス,sc_aplus.gif,/link/aplus.html,6.9%〜18.0%,300万円,最短即日,-,"当日融資・ATMでの自由返済可能！
返済額に応じてたまるポイントサービスもお得に利用できる理由のひとつ",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2100,2100,2100,999,0,,不要,不要,一切不要,無料,20歳,不可,不可,不可,-,,-,,2009（平成21）年4月24日,-,-,-,-,1,0,aplus.html
2701,1,横浜銀行カードローン,sc_yokohamabank.gif,/link/yokohama.html,3.5〜14.6%,800万円,最短即日,-,"来店不要で24時間WEB申込み！
最短即日利用可能！
お借入限度額100万円までなら収入証明書不要！",1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,2100,2100,2100,999,0,,不要,不要,一切不要,無料,20歳,不可,不可,不可,-,,-,,1920年12月16日,-,-,-,-,0,0,yokohama.html
2801,1,ローン百選,sc_loanhyaku.gif,/link/loan_hyaku.html,6.5〜17.8%,500万円,-,-,"おまとめローンが人気！
様々な金融機関やコンビニで利用可能！
担保・保証人も不要だから気軽に利用できる！",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,2100,2100,2100,999,0,,不要,不要,一切不要,無料,20歳,不可,不可,不可,-,,-,,1984年2月1日,-,-,-,-,0,1,loan_hyaku.html
2901,1,北日本銀行,sc_kitanihon.gif,/link/kitanihon.html,6.0〜14.5%,500万円,最短即日,-,"使い道は自由。
他社ローンのおまとめも可能です。",1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2100,2100,2100,999,0,,不要,不要,一切不要,無料,20歳,不可,不可,不可,-,,-,,1942年2月,-,-,-,-,0,0,kitanihon.html
3001,1,足利銀行,sc_ashikaga.gif,/link/ashikaga.html,5.8〜14.8%,500万円,最短翌日,-,"年収が低くても申込みOK!
ご利用額100万円まで収入証明不要です",1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,2100,2100,2100,999,0,,不要,不要,一切不要,無料,20歳,不可,不可,不可,-,,-,,明治28年10月1日,-,-,-,-,1,0,ashikaga.html
3101,1,広島銀行カードローン,sc_hiroshima.jpg,/link/hiroshima.html,3.475%〜13.975%,500万円,-,-,主婦やアルバイトの方もご利用可能,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,1,0,2100,2100,2100,999,0,,不要,不要,一切不要,無料,20歳,不可,不可,不可,-,,-,,,-,-,広島市中区紙屋町1丁目3番8号,-,0,0,hiroshima.html
3201,1,全日信販 カードローンA,sc_zennitisinpan_a.gif,/link/zennitisinpan_a.html,6.96％〜18.0％,200万円,1週間程度,1週間程度,10万円から借り入れ可,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2100,2100,2100,999,0,,不要,不要,一切不要,無料,20歳,不可,不可,不可,-,,-,,,-,-,岡山県岡山市北区丸の内1丁目1-4,-,1,0,zennitisinpan_a.html
3301,1,キャネット,sc_kyanet.gif,/link/kyanet.html,15.0％〜20.0％,100万円,1週間程度,1週間程度,お借入３秒診断あり,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2100,2100,2100,999,0,,不要,不要,一切不要,無料,20歳,不可,不可,不可,-,,-,,,-,-,"札幌市中央区大通西5丁目8番地
昭和ビル5F",-,1,1,kyanet.html
3401,1,オリコ事業者ローン,sc_orico.gif,/link/orico.html,7.8〜18.0％,100万円,最短即日,最短2〜3営業日,個人事業主を対象とした商品！事業資金であれば、使途自由,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,2100,2100,2100,999,0,,不要,不要,一切不要,無料,20歳,不可,不可,不可,-,,-,,,-,-,東京都千代田区麹町5丁目2番地1,-,0,0,orico.html
3501,1,仙台銀行,sc_sendai.gif,/link/sendai.html,4.5%〜14.8%,500万円,-,-,"使い道自由は自由
パート・アルバイト・年金受給者・専業主婦の方もご利用いただけます。",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2100,2100,2100,999,0,"本人確認資料（運転免許証）
印鑑（認印）
所得証明書（融資310万円以上の場合必要）",不要,不要,必要,無料,20歳,不可,可,可,"元利金均等毎月返済
 年金受給者の方に限り、隔月返済（年金受給月のお支払）もお選び
いただけます。",,ご契約月翌月 7 日,224億85百万円,昭和26年5月25日,-,-,仙台市青葉区一番町二丁目1番1号,-,1,0,sendai.html
3601,1,三井トラストローン＆ファイナンス,sc_mitsui-trust.gif,/link/mitsui-trust.html,4.90%〜8.30%,300万円〜10億円,-,-,"個人の方、個人事業主の方、法人の方の幅広い用途に自由にお使いいただけるローンです。
最長25年のご融資でゆとりあるご返済が可能となります。",1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2100,2100,2100,999,0,,必要,必要,必要,-,-,不可,不可,不可,"元利均等返済
元金均等返済",,"1年超〜25年以内
13回〜300回
","2,616億872万5,000円",2002年2月1日（2011年4月1日 商号変更）,-,-,東京都千代田区丸の内1-4-1,-,1,0,mitsui-trust.html
3701,1,西日本シティ銀行,sc_nishinihon.gif,/link/nishinihon.html,年15.0%,500万円,-,-,"手続き簡単。
インターネットで24時間お申込み可能！
自由に使える便利なローンです。",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2100,2100,2100,999,0,"通帳・お届け印(通帳をお持ちでない方は、新規に作成していただきます。)
ご本人を確認できる資料(原則、運転免許証または写真付住民基本台帳カード)
※運転免許証等をお持ちでない方は窓口までご相談ください。
収入を確認できる資料(申込金額300万円以内の場合は不要)
(所得証明書・源泉徴収票・住民税課税決定通知書のいずれか)
※会社代表者の方は所得証明書または住民税課税決定通知書が必要です。
※個人事業者の方は税務署発行の直近の納税証明書(その1・その2)が必要です。
その他の資料をご用意いただく場合もございますのであらかじめご了承ください。",原則不要,原則不要,-,無料,20歳,不可,可,可,元利金均等毎月返済,,"原則、給与支給日またはその翌日
最長15年",857億円,昭和19年12月1日,-,-,"福岡市博多区博多駅前三丁目
1番1号",-,0,0,nishinihon.html
3801,1,山陰合同銀行,sc_gogin.gif,/link/gogin.html,3.5%〜9.5%,500万円,-,-,"使い道自由でライフスタイルに合わせてご利用可能。
個人ローン利用者15万人突破※2014年8月末現在",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2100,2100,2100,999,0,"ごうぎんにお届けの印鑑
運転免許証、健康保険証
年収が確認できる書類（源泉徴収票、確定申告書等）※",原則不要,原則不要,-,-,20歳,不可,可,可,元利均等毎月返済,-,15年以内（単位：6ヵ月）,207億円,昭和16年7月1日,-,-,島根県松江市魚町10番地,-,0,0,gogin.html
3901,1,みなと銀行,sc_minato.gif,/link/minato.html,固定金利 年6.8％・年9.8％・年12.0％・年14.9％,300万円,最短2時間,-,"ネットでお申込み審査が最短2時間その後、みなと銀行の窓口でお手続き
使い道自由のフリーローン",1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2100,2100,2100,999,0,,不要,不要,必要,-,20歳,不可,可,可,毎月元利均等返済,-,6か月以上、7年以内(6か月単位),274億円,-,-,-,〒651-0193 神戸市中央区三宮町2丁目1番1号,-,0,0,minato.html
4001,1,三重銀行,sc_mie.gif,/link/mie.html,"年5%〜14%
※金利は固定金利で審査結果により決定します",500万円,-,-,"使い道自由のフリーローン
インターネットで事前申し込み
主婦の方もご利用いただけます
24時間365日申込受付（インターネット）",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2100,2100,2100,999,0,"本人確認資料（運転免許証・パスポート・健康保険証・特別永住者証明書等）
ご預金お届け印
所得証明書（源泉徴収票等）・・・借入金額が３００万円超の場合のみ",不要,不要,必要,-,20歳,不可,可,-,毎月元利均等返済　ご指定口座自動引落し,-,6ヶ月以上10年以内,153億円,明治28年11月,-,-,三重県四日市市西新地7番8号,-,0,0,mie.html
4101,1,鳥取銀行,sc_tottori.gif,/link/tottori.html,固定金利 年4.0%〜14.5%,500万円,-,-,必要な金額をまとめてお借入れ。まとまった資金が必要な方に,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2100,2100,2100,999,0,-,不要,不要,-,-,20歳,不可,可,可,元利均等毎月返済とします。,-,"1年以上10年以内（1ヵ月単位）
毎月3日","９,６０４億円",大正10年12月15日,-,-,鳥取県鳥取市永楽温泉町１７１番地,-,0,0,tottori.html
4201,1,大正銀行,sc_taisyou.gif,/link/taisyou.html,4.8%〜14.5%,500万円,最短即日中,-,"お取引がない方もお申込みいただけます。
使い道は自由、最高500万円まで",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2100,2100,2100,999,0,健康保険証・運転免許証・パスポート・住民基本台帳カード（写真付）のいずれか。,不要,不要,-,-,20歳,可,可,可,約定返済,"銀行・コンビニの提携ATM、
口座振替",5年以内（100万円超の場合は7年以内）,26億円,昭和33年（1958年）10月1日,-,-,"540-8693
大阪府大阪市中央区今橋二丁目5番8号",-,0,0,taisyou.html
4301,1,四国銀行,sc_shikoku.gif,/link/shikoku.html,固定金利 年利5.5%・7.5%・13.0%の3段階,500万円,最短即日中,-,お使いみち自由（フリー）！計画的に返済できるローン,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2100,2100,2100,999,0,"本人確認資料（運転免許証等）
普通預金口座のお届け印
【お申込金額が100万円以上の場合】
収入証明資料（源泉徴収票、市町村発行の収入証明書、納税証明書等）
勤続（営業）年数確認資料（健康保険証等）
融資金額に応じて別途印紙代が必要です。",原則不要,原則不要,必要,-,20歳,不可,可,可,毎月元利均等分割返済。,-,6ヵ月以上10年以内。,250億円,明治11年10月17日(1878年),-,-,"〒780-8605 
高知市南はりまや町一丁目1番1号 ",-,0,0,shikoku.html
4401,1,池田泉州銀行,sc_ikeda.gif,/link/ikeda.html,8.0〜14.5%,500万円,-,-,"専用ダイヤル・インターネット・FAX・郵送などさまざまなお申込方法で、24時間365日いつでもお申込みいただけます。
お申し込みはスピーディ。使い道自由のフリーローン",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2100,2100,2100,999,0,"ご本人さまが確認できる資料、所得証明資料※
※所得証明資料については、お申込額が100万円以下の場合は、　原則不要です。",不要,不要,-,-,20歳,不可,-,-,毎月の元利均等返済,-,"お借入金額が300万円以下・・・6ヵ月以上7年以内（1ヵ月単位）
お借入金額が300万円超・・・6ヵ月以上10年以内（1ヵ月単位）",507億円,昭和26年9月1日,-,-,大阪府大阪市北区茶屋町18番14号,-,0,0,ikeda.html
